ID	Hexagon_index
ENSG00000140945	31
ENSG00000140961	47
ENSG00000141068	13
ENSG00000141447	18
ENSG00000141448	48
ENSG00000141510	32
ENSG00000141526	42
ENSG00000141556	7
ENSG00000141562	54
ENSG00000141622	8
ENSG00000141738	52
ENSG00000141753	38
ENSG00000141858	57
ENSG00000141905	3
ENSG00000141934	15
ENSG00000142089	22
ENSG00000142156	45
ENSG00000142178	38
ENSG00000142230	34
ENSG00000142327	43
ENSG00000142541	54
ENSG00000142731	58
ENSG00000142733	8
ENSG00000142765	46
ENSG00000142875	10
ENSG00000142910	47
ENSG00000142920	27
ENSG00000142961	45
ENSG00000143013	53
ENSG00000143061	45
ENSG00000143067	51
ENSG00000143079	16
ENSG00000143153	8
ENSG00000143162	3
ENSG00000143164	3
ENSG00000143198	35
ENSG00000143248	49
ENSG00000143256	5
ENSG00000143320	51
ENSG00000143341	48
ENSG00000143382	38
ENSG00000143384	7
ENSG00000143418	3
ENSG00000143434	26
ENSG00000143469	54
ENSG00000143473	52
ENSG00000143479	30
ENSG00000143499	8
ENSG00000143502	50
ENSG00000143507	49
ENSG00000143514	52
ENSG00000143537	17
ENSG00000143545	54
ENSG00000143549	18
ENSG00000143631	48
ENSG00000143669	27
ENSG00000143753	21
ENSG00000143786	14
ENSG00000143801	23
ENSG00000143850	15
ENSG00000143878	54
ENSG00000143942	37
ENSG00000144063	38
ENSG00000144218	48
ENSG00000144320	19
ENSG00000144366	5
ENSG00000144476	14
ENSG00000144560	12
ENSG00000144645	40
ENSG00000144681	58
ENSG00000144741	54
ENSG00000144749	14
ENSG00000144810	39
ENSG00000144837	50
ENSG00000144959	30
ENSG00000145012	19
ENSG00000145022	10
ENSG00000145040	48
ENSG00000145247	14
ENSG00000145386	58
ENSG00000145536	50
ENSG00000145555	5
ENSG00000145623	42
ENSG00000145715	13
ENSG00000145730	10
ENSG00000145734	17
ENSG00000145779	52
ENSG00000145780	7
ENSG00000146038	30
ENSG00000146067	54
ENSG00000146072	20
ENSG00000146083	47
ENSG00000146232	13
ENSG00000146242	46
ENSG00000146373	10
ENSG00000146376	60
ENSG00000146411	50
ENSG00000146433	2
ENSG00000146555	42
ENSG00000146592	29
ENSG00000146648	57
ENSG00000146674	49
ENSG00000146950	39
ENSG00000147003	51
ENSG00000147027	40
ENSG00000147044	5
ENSG00000147065	10
ENSG00000147155	58
ENSG00000147180	52
ENSG00000147202	61
ENSG00000147224	53
ENSG00000147234	51
ENSG00000147251	59
ENSG00000147383	18
